storyline_id,source_label,source_kind,choice_index,choice_text_zh,target_label,target_kind,target_port
storyline_003_2ab7b312cd,CL070_009_025,ShowChoice,0,懦弱胆小,009_C070A_032,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL100_009_047,ShowChoice,2,我若成为陛下妃嫔，更能帮到皇后,B08_009_C100C_049,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL120_009_053,ShowChoice,0,权力,009_C120A_054,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL120_009_053,ShowChoice,1,礼治的心,009_C120B_055,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL120_009_053,ShowChoice,2,我都要,009_C120C_056,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL090_009_041,ShowChoice,0,其实……不止旧识这么简单,009_C090A_042,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL090_009_041,ShowChoice,1,都是谣传,009_C090B_043,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL090_009_041,ShowChoice,2,是真的,009_C090C_044,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL071_009_027,ShowChoice,2,都是谣传,009_C071C_030,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL071_009_027,ShowChoice,1,是真的,009_C071B_029,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL071_009_027,ShowChoice,0,不止旧识那么简单,B03_009_C071A_028,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL100_009_047,ShowChoice,0,奴婢愿意,009_C100B_050,PlayVideo_Ordinary,__entryPoint
storyline_003_2ab7b312cd,CL100_009_047,ShowChoice,1,我若成为御前婢女，更能帮到皇后  ,B07_009_C100A_048,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL010_019_002,ShowChoice,0,顺势造谣太子，火上浇油,019_C010A_003,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL010_019_002,ShowChoice,1,遏制传言，严惩非议太子之人,019_C010B_004,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C050_019_023,ShowChoice,0,我心里，一直有陛下,019_C050A_024,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL030_019_009,ShowChoice,0,十四岁入宫时被赠牡丹钿花,019_C030A_010,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL030_019_009,ShowChoice,2,封后大典，我怀着你走向你的父皇,019_C030C_012,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL030_019_009,ShowChoice,1,南山狩猎，我救了你的父皇,019_C030B_011,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL040_019_013,ShowChoice,0,陛下偏爱礼显，有意更换太子,019_C040B_015,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,CL040_019_013,ShowChoice,1,陛下和我有意提前将皇位托付给你,019_C040A_016,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C020_019_006,ShowChoice,0,即刻离开,N01_019_C020B_008,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C020_019_006,ShowChoice,1,照常进入,019_C020A_007,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C051_019_030,ShowChoice,0,看,019_C050A_033,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C051_019_030,ShowChoice,1,不看,019_C050B_034,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C050_019_023,ShowChoice,3,选项 D,019_026,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C050_019_023,ShowChoice,2,从未爱过,019_C050B_025,PlayVideo_Ordinary,__entryPoint
storyline_003_a2888dd30d,C050_019_023,ShowChoice,1,爱过,019_C050C_035,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL330_S03_002,ShowChoice,1,不告诉他,S03_C330B_004,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL330_S03_002,ShowChoice,0,告诉他你的梦境,S03_C330A_003,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL340_S03_006,ShowChoice,0,给他一拳清醒,B33_S03_C340A_007,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL340_S03_006,ShowChoice,2,魏王，你就从了吧,S03_C340C_009,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL340_S03_006,ShowChoice,1,问徐敏慧的想法,S03_C340B_008,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL350_S03_010,ShowChoice,0,这是好事啊,S03_C350A_011,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL350_S03_010,ShowChoice,1,心中纵使有万般痛楚，也只能以大局为重,S03_C350A_012,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,C370_S03_016,ShowChoice,1,难道你不想获得家人的祝福吗？,S03_C370B_019,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,C370_S03_016,ShowChoice,0,你爹爹很想你！,S03_C370A_017,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,C370_S03_016,ShowChoice,2,魏王比丹力赤有魅力多了！,S03_C370C_021,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,C370_S03_016,ShowChoice,3,陛下比丹力赤有魅力多了！,S03_C370D_023,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL380_S03_025,ShowChoice,0,劝徐敏慧回去,S03_C380A_026,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL380_S03_025,ShowChoice,1,放弃带徐敏慧回去,S03_C380B_028,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL351_S03_035,ShowChoice,0,躲进附近的箱子,B53_S03_C351A_036,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL351_S03_035,ShowChoice,1,继续搬东西,S03_C351B_037,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL381_S03_029,ShowChoice,0,“我奉子成婚，求父亲应允”,S03_C381A_030,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL381_S03_029,ShowChoice,1,“我已和丹力赤成婚，谢父亲成全”,S03_C382B_031,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,C370_S03_016,ShowChoice,4,Key:ShowChoice-C370_S03_016.choice+4.choiceText,B34_S03_018,PlayVideo_Ordinary,__entryPoint
storyline_004_abf6427c82,CL350_S03_010,ShowChoice,2,殿下就这么在意……,S03_039,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL040_018_020,ShowChoice,0,重罚上官宜，以正视听,N01_018_C040A_021,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL040_018_020,ShowChoice,2,自断臂膀，平息众怒,018_C040C_023,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL040_018_020,ShowChoice,1,回归后宫,H02_018_C040B_022,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL100_018_047,ShowChoice,1,你不知母后这一路走来的艰辛,018_C100B_049,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL100_018_047,ShowChoice,0,没有我的杀伐果断，你早就死了！,018_C100A_048,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL090_018_041,ShowChoice,2,你想逼死母后吗！,018_C090C_045,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL090_018_041,ShowChoice,0,你想和上官宜同罪处死吗！,018_C090B_042,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL090_018_041,ShowChoice,1,你想牵连东宫所有属臣吗？！,018_C090B_044,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL110_018_051,ShowChoice,1,我也不知道,018_C110B_053,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL110_018_051,ShowChoice,0,会的，他很想太平，很想母后,018_C110A_052,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL010_018_002,ShowChoice,1,此事不妥,018_C010B_004,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL010_018_002,ShowChoice,0,母后也有此意,018_C010A_003,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL120_018_055,ShowChoice,0,邀礼治故地重游,N08_018_C120A_056,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL120_018_055,ShowChoice,1,质问礼治,018_C120B_057,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL050_018_024,ShowChoice,1,伍元庆 伍元爽,018_C050B_026,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL050_018_024,ShowChoice,0,季怀衷 李益府,N03_018_C050A_025,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL060_018_027,ShowChoice,1,送还故里，安度晚年,018_C060B_029,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL060_018_027,ShowChoice,0,在他们归乡途中直接灭口,018_C060A_028,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL070_018_031,ShowChoice,0,为李益府求情,018_C070A_032,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL070_018_031,ShowChoice,1,不为李益府求情,018_C070B_033,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,C130_018_058,ShowChoice,1,我不愿离开,018_C130B_060,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,C130_018_058,ShowChoice,0,答应他,N09_018_C130A_059,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL021_018_068,ShowChoice,0,陛下安排吧,018_C021A_069,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL021_018_068,ShowChoice,1,我不同意,018_C021B_070,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL021_018_068,ShowChoice,2,我正有此意,018_C021C_071,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL031_018_072,ShowChoice,0,同意,018_C031A_073,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL031_018_072,ShowChoice,1,不同意,018_C031B_074,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL071_018_075,ShowChoice,0,同盟的奏折,018_C071A_076,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL071_018_075,ShowChoice,1,政敌的奏折,018_C071B_077,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL131_018_079,ShowChoice,0,邀礼治故地重游，重新拉近距离,N99_018_C131A_080,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL131_018_079,ShowChoice,1,拆下凤冠，自请废后，以退为进,018_C131B_081,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL080_018_035,ShowChoice,0,罗织罪名，呈交陛下,018_C080B_038,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL080_018_035,ShowChoice,1,趁陛下养疾，绕过陛下除去他,018_C080C_040,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL072_018_085,ShowChoice,0,命袭心悄无声息地了结他,N_018_C720A_086,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL072_018_085,ShowChoice,1,罗织罪名，罢免其职位,N10_018_C072B_087,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,CL072_018_085,ShowChoice,2,让上官宜，死得轰轰烈烈,018_C072C_088,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,018_099,ShowChoice,0,往后的路，并肩走下去,018_103,PlayVideo_Ordinary,__entryPoint
storyline_004_f7ecc9aff2,018_099,ShowChoice,1,往后的路，我要做订立规则的那个人,018_104,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL050_020_021,ShowChoice,1,礼氏皇族，彰显我方正统,020_C050B_023,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL050_020_021,ShowChoice,0,伍家外戚，眼下全族都在一条船上,B07_020_C050A_022,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL050_020_021,ShowChoice,2,徐家亲族，让他们自相残杀,B08_020_C050C_024,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL130_020_059,ShowChoice,0,让他活着见证你的盛世,020_C130A_060,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL130_020_059,ShowChoice,1,赐他一死,020_C130B_061,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL120_020_054,ShowChoice,0,我会连同世人偏见一起扑灭,020_C120B_056,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL120_020_054,ShowChoice,1,那我便在骂名中开创我的太平盛世,020_C120C_057,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL030_020_013,ShowChoice,1,另立新君，继续垂帘听政,020_C030B_015,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL030_020_013,ShowChoice,0,自己登基称帝,B05_020_C030A_014,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL140_020_050,ShowChoice,1,为何喜欢读书,020_C140B_052,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL140_020_050,ShowChoice,0,你觉得你的祖父上官宜，冤吗,020_C140A_051,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL010_020_005,ShowChoice,1,废了皇帝,020_C010B_007,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL010_020_005,ShowChoice,0,架空新帝，以太后身份做无冕女皇,N01_20_C010A_006,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL090_020_028,ShowChoice,1,离开,020_C090B_030,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL090_020_028,ShowChoice,0,留下,B09_020_C090A_029,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL020_020_008,ShowChoice,3,羽林军：动用他们强制废帝,020_C020D_012,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL020_020_008,ShowChoice,0,皇帝礼显：让他自请退位,N02_020_C020A_009,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL020_020_008,ShowChoice,2,众位宰相：允诺他们入功臣榜,N04_020_C020C_011,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL020_020_008,ShowChoice,1,韦皇后：允诺她换帝不换后,N03_020_C020B_010,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL160_020_063,ShowChoice,1,修建更多寺庙,020_C160B_065,PlayVideo_Ordinary,__entryPoint
storyline_005_80355bb1a5,CL160_020_063,ShowChoice,0,修建新的皇宫,020_C160A_064,PlayVideo_Ordinary,__entryPoint
